"","gap","plot","gap_type","count","tph","B_At","B_Pl","B_Sx","B_Ep","B_Fd","x_site_open","trans_tot","x_trans_tot","lai_4_ring","lai_5_ring","ms","ts","wd","gs","sb","fb","sl","rk","df","near_distance","azimuth1","azimuth_T","objectid","aspect_dem11","aspect_dem21","aspect_dem51","aspect_dem101","slope_dem_1m1","slope_dem2m1","slope_dem_5m1","slope_dem_10m1","zonal_unit","ss1","twi_10m","twi_5m","twi_2m","twi_1mfina","dem1","dem2","dem5","dem10","aspect_dem11T","aspect_dem21T","aspect_dem51T","aspect_dem101T","OBJECTID","Join_Count","TARGET_FID","Gap_area"
"287","172",268,"N",0,0,NA,NA,21,NA,NA,16.54,6.43,21.97,1.96,1.86,20,5,5,20,0,25,20,0,5,2.15,239.74,0.496075262890541,268,195.224,210.429,245.878,248.793,5.14263,6.20171,3.75235,3.68588,"IDFdk3",NA,6.4358,7.58772,4.30064,3.94026,852.845,852.744,852.95,852.744,0.0350934157315251,0.137742567966577,0.59131906656611,0.63826152777686,172,5,172,0.69365470725
"288","95",224,"S",0,0,NA,NA,NA,NA,NA,82.99,28.38,96.92,0.01,0.02,0,0,15,5,5,5,0,0,70,1.11,92.73,0.952370538256018,224,159.781,157.215,146.734,157.573,6.01325,4.72015,3.67667,3.62939,"IDFdk3",1,3.14043,3.24271,2.96319,2.76786,948.557,948.53,948.591,948.53,0.0616215340589248,0.0780354286611145,0.163866989111853,0.0756336442204305,95,4,95,0.4787791712
"289","103",321,"S",0,0,NA,NA,NA,NA,18,29.2,10.15,34.65,1.17,1.17,5,0,5,0,10,0,40,5,35,0.93,161.57,0.0512893918670863,321,169.277,164.251,169.591,179.574,44.4825,52.1009,51.3798,40.5968,"IDFxm/IDFdk3",4,7.0753,5.87372,3.58357,3.3571,859.032,858.979,858.556,858.979,0.0174618139810188,0.0375400261633699,0.0164568972018516,2.76402481050875e-05,103,3,103,0.13314830654
"290","103",118,"S",0,0,NA,NA,NA,NA,21,25.22,7.95,27.15,1.35,1.31,30,0,0,15,15,10,0,0,30,0.31,354.81,1.99590020181704,118,241.825,238.257,244.538,255.334,44.1618,35.6144,31.0926,33.7023,"IDFxm/IDFdk3",1,5.87994,6.68923,7.2954,7.45275,857.368,857.251,857.699,857.251,0.527833821275935,0.473889970397968,0.570087615061442,0.746816088299547,103,3,103,0.13314830654
"291","95",126,"S",0,0,NA,NA,NA,NA,15,35.36,11.41,38.98,1.07,0.93,0,0,20,10,5,25,5,0,35,0.01,45,1.70710678118655,126,156.934,190.718,181.351,177.504,3.47201,5.43541,4.4707,4.52433,"IDFdk3",1,4.44347,2.93067,4.41834,5.29826,944.739,944.72,944.849,944.72,0.0799458471121266,0.017445580832914,0.000277981129733207,0.000948735645055709,95,4,95,0.4787791712
"292","105",110,"N",0,0,18,NA,24,NA,NA,23.6,9.59,32.75,1.52,1.39,15,0,10,35,20,10,0,0,10,0.56,251.57,0.683854176026194,110,242.83,223.183,247.212,243.042,7.85786,9.59731,6.21393,5.68591,"IDFdk3",8,8.22349,4.89938,4.42051,3.8313,899.632,899.495,899.607,899.495,0.543367832902074,0.27082829545372,0.612677496612629,0.546662764071907,105,9,105,1.1319883915
"293","100",345,"S",0,0,NA,NA,NA,NA,18,26.58,9.23,31.53,1.2,1.26,65,0,5,10,5,5,0,0,10,2.09,129.81,0.359756219494398,345,173.019,174.491,167.203,162.325,12.3974,15.2338,16.1247,15.8156,"IDFxm/IDFdk3",4,7.32707,7.39561,10.2116,6.71617,840.107,840.036,840.562,840.036,0.00741348952833054,0.00461886932856737,0.0248390467789468,0.047205949988571,100,6,100,0.22129769178
"294","100",478,"S",0,0,NA,NA,NA,NA,18,33.61,13.54,46.24,1.02,1.01,10,0,10,50,5,15,0,0,10,0.78,0,2,478,166.054,163.129,150.836,149.58,14.6311,13.5927,13.0029,13.1551,"IDFxm/IDFdk3",4,8.02065,7.93716,4.0229,4.1684,835.921,835.827,835.809,835.827,0.0294766986823127,0.0430394009062685,0.126771563794038,0.137663022442696,100,6,100,0.22129769178
"295","100",199,"S",0,0,NA,NA,NA,NA,27,33.74,11.68,39.9,0.86,1.05,20,0,30,5,0,5,0,0,40,2.42,15.95,1.96150186885651,199,134.062,145.069,144.829,146.826,12.1906,12.1084,11.8634,12.6305,"IDFxm/IDFdk3",1,4.6706,7.45486,5.65361,6.39475,833.236,833.038,833.424,833.038,0.304563635824456,0.180157804863754,0.182563447733615,0.162987296394462,100,6,100,0.22129769178
"296","41",73,"S",0,0,NA,NA,NA,NA,30,25.46,8.85,30.24,1.29,1.36,20,0,5,30,5,10,15,0,15,0.78,77.91,1.20944790434349,73,166.01,164.041,166.396,166.779,20.2856,21.2017,18.9549,19.644,"IDFxm/IDFdk3",4,9.05293,6.23987,6.33117,7.11927,852.99,852.935,853.636,852.935,0.0296620651665581,0.0385413082358205,0.0280554178063854,0.0265048574836479,41,7,41,0.40043797547
"297","41",558,"S",0,0,NA,NA,NA,NA,18,25.83,7.98,27.26,1.35,1.35,0,0,10,30,5,15,15,5,20,1.37,2.73,1.99886507315752,558,146.906,157.066,167.102,163.486,14.9733,17.6417,18.9202,20.0514,"IDFxm/IDFdk3",4,3.79271,4.13682,2.71816,6.13341,853.404,853.296,853.914,853.296,0.162224100309345,0.0790456674131569,0.0252310135034786,0.0412496917947672,41,7,41,0.40043797547
"298","41",100,"S",0,0,NA,NA,NA,NA,18,31.04,12.19,41.63,1.07,1.14,20,0,10,30,0,10,15,0,15,1.08,288.43,1.31614582397381,100,175.267,172.234,176.117,174.118,19.3424,21.6451,22.5619,20.9706,"IDFxm/IDFdk3",4,5.52848,4.03283,3.69026,4.3307,849.927,849.831,850.364,849.831,0.00340997167886992,0.00917179873123219,0.0022955845369913,0.00526493874213163,41,7,41,0.40043797547
"299","41",58,"S",0,0,NA,NA,NA,NA,21,23.04,8.59,29.33,1.54,1.48,15,0,35,15,5,5,0,0,25,0.01,225,0.292893218813452,58,139.485,137.003,164.858,168.44,29.2939,30.8949,21.2282,21.1496,"IDFxm/IDFdk3",4,9.40353,7.93106,4.32991,5.22545,849.657,849.674,849.991,849.674,0.239764085558189,0.268610590032741,0.0347185882781372,0.0202846102575149,41,7,41,0.40043797547
"300","41",362,"S",0,0,NA,NA,NA,NA,27,23.04,8.59,29.33,1.54,1.48,70,0,10,5,0,5,0,0,10,0.48,292.62,1.38461756040018,362,116.686,121.025,141.993,156.293,28.8837,26.4758,22.6842,21.4704,"IDFxm/IDFdk3",4,8.11332,6.36295,7.033,9.37234,851.396,851.188,851.713,851.188,0.550899306605602,0.484587964338861,0.21206446951287,0.0843865206788889,41,7,41,0.40043797547
"301","42",574,"S",0,0,NA,NA,NA,NA,9,23.05,9.37,32,1.49,1.44,0,0,5,10,0,5,50,0,30,2.85,63.43,1.44729084841871,574,180.903,178.486,178.69,173.453,18.499,17.0794,18.1587,20.4454,"IDFxm/IDFdk3",4,3.33851,3.28743,1.61319,0.660295,854.156,853.867,853.954,853.867,0.000124191322159573,0.000349101101761673,0.000261365590925711,0.00652133973396296,42,2,42,0.3919083594
"302","41",493,"S",0,0,NA,NA,NA,NA,15,44.65,16.57,56.58,0.61,0.75,20,0,40,5,0,5,0,0,30,2.84,226.99,0.317874005024679,493,168.108,167.053,169.557,166.947,18.7932,18.7878,18.2899,18.5131,"IDFxm/IDFdk3",4,3.33851,2.64865,4.70225,5.16839,845.551,845.264,845.738,845.264,0.0214622329008508,0.0254222668768199,0.0165642842643482,0.0258384372922073,41,7,41,0.40043797547
"303","42",173,"S",0,0,NA,NA,NA,NA,12,38.65,14.01,47.86,0.78,0.8,0,0,50,0,0,5,10,0,35,3.13,74.05,1.27479839189018,173,202.884,206.27,197.8,193.006,35.6033,36.4089,28.6915,23.6189,"IDFxm/IDFdk3",4,5.53364,3.89293,3.25249,3.46851,840.249,839.663,840.772,839.663,0.0787059664476053,0.103281700982561,0.0478706072578613,0.0256534973766281,42,2,42,0.3919083594
"304","43",5,"S",0,0,NA,NA,NA,NA,21,32.36,10.17,34.74,1.08,1.1,0,0,10,0,5,5,60,5,15,0.13,26.57,1.89438856037008,5,144.449,148.508,159.73,168.035,21.3652,24.7847,26.2225,26.2907,"IDFxm/IDFdk3",4,6.63781,5.42662,10.2515,3.21982,850.02,849.875,849.882,849.875,0.186401698197513,0.147286889395144,0.0619295388778129,0.0217255757505409,43,7,43,0.7429472619
"305","43",38,"S",0,0,NA,NA,NA,NA,27,25.78,9.68,33.05,1.21,1.4,0,0,10,50,0,10,20,0,10,0.87,170.34,0.0141791433535275,38,190.265,192.518,195.282,193.062,21.1763,21.5605,21.5914,20.6696,"IDFxm/IDFdk3",4,7.00308,4.91236,4.90186,6.48847,854.521,854.23,854.851,854.23,0.0160059215869877,0.0237720375673339,0.0353597309790405,0.0258739261025626,43,7,43,0.7429472619
"306","43",551,"S",0,0,NA,NA,NA,NA,6,49.22,18.06,61.69,0.42,0.57,0,0,50,5,0,5,25,5,10,2.2,73.94,1.27664383539198,551,180.607,181.02,181.855,179.604,30.3926,26.9482,26.0571,25.8467,"IDFxm/IDFdk3",4,7.01936,3.83557,3.69588,4.11733,845.637,845.475,846.161,845.475,5.61174669819753e-05,0.000158457796783917,0.00052405230026098,2.38843475730555e-05,43,7,43,0.7429472619
"307","43",395,"S",0,0,NA,NA,NA,NA,30,38.27,11.43,39.04,0.8,0.81,0,0,10,15,10,0,30,15,20,0.69,195.95,0.0384981311434851,395,176.565,174.749,178.798,186.432,27.6704,28.3412,27.7293,26.2038,"IDFxm/IDFdk3",4,7.70121,6.92569,2.68527,3.17076,843.885,843.46,844.441,843.46,0.00179658652575687,0.00419666958152454,0.000220048162616227,0.00629449182448272,43,7,43,0.7429472619
"308","43",50,"S",0,0,NA,NA,NA,NA,6,42.45,18.36,62.7,0.54,0.75,0,0,10,15,10,5,40,10,10,3.89,230.19,0.359756219494398,50,206.795,204.882,194.685,180.843,29.4039,29.4019,28.1203,28.2594,"IDFxm/IDFdk3",4,6.64901,5.23255,4.93315,4.70698,838.793,838.713,838.501,838.713,0.107374838458598,0.0928237581697212,0.0326658466980837,0.000108236079812474,43,7,43,0.7429472619
"309","43",593,"S",0,0,NA,NA,NA,NA,12,30.78,14.39,49.15,1.03,1.18,30,0,15,15,5,10,5,15,5,3.41,115.06,0.576432886863921,593,179.975,181.483,180.896,184.893,23.0034,23.7835,27.1019,27.5685,"IDFxm/IDFdk3",4,5.22871,5.3112,6.39439,5.48769,834.56,834.444,835.355,834.444,9.519294219551e-08,0.000334952169776304,0.000122273377364035,0.00364427559915104,43,7,43,0.7429472619
"310","43",568,"S",0,0,NA,NA,NA,NA,12,35.36,16.04,54.76,0.82,1.04,10,0,5,65,0,5,5,5,5,5.17,29.05,1.87419629795669,568,183.683,182.34,186.425,193.29,20.1221,19.3868,17.4779,17.2483,"IDFxm/IDFdk3",4,3.43067,4.03506,3.92822,2.94196,834.842,834.537,835.46,834.537,0.00206527853227034,0.000833865657459909,0.0062808129345695,0.0267809907919047,43,7,43,0.7429472619
"311","7",204,"S",0,0,6,NA,NA,NA,12,36.24,14.89,50.84,0.79,0.93,0,0,5,40,25,15,0,0,15,0.02,288.43,1.31614582397381,204,265.467,264.232,261.402,259.336,13.2165,12.9934,12.4058,12.9634,"IDFdk3",1,4.25758,3.57189,4.34813,3.4982,911.521,911.588,911.348,911.588,0.920966734152607,0.899499364758399,0.850499170756084,0.814950815051509,7,1,7,0.11808389943
"312","2",59,"S",0,0,NA,NA,NA,NA,30,38.22,15.48,52.88,0.8,0.9,50,0,30,20,0,0,0,0,0,0.05,16.7,1.95782249484531,59,268.732,249.243,264.118,253.318,10.3106,12.3225,11.4336,12.2309,"IDFdk3",1,7.02371,5.47475,4.32503,3.04219,905.407,905.313,905.595,905.313,0.977871031543165,0.645594716328164,0.897519963386497,0.712940403137336,2,11,2,1.42780691281
"313","176",262,"S",0,0,NA,NA,NA,6,NA,42.23,17.08,58.32,0.64,0.76,5,0,10,15,30,40,0,0,0,2.37,285.95,1.27479839189018,262,64.9421,62.0038,40.2012,40.0805,14.283,11.6185,12.1056,11.418,"IDFdk3",1,8.68294,4.89621,5.14207,2.667,944.289,944.257,944.123,944.257,1.42353391117531,1.46941300245146,1.76378251003292,1.765140577137,176,5,176,0.57314558506
"314","115",525,"S",0,0,NA,NA,NA,NA,3,46.37,20.88,71.31,0.69,0.66,5,0,40,15,30,5,0,0,5,5.93,93.3,0.942435973040433,525,335.711,335.708,338.923,341.143,32.2382,32.5656,30.4017,30.5412,"IDFdk3",5,7.04742,5.03041,6.31348,2.04159,871.041,871.267,871.465,871.267,1.91148226492363,1.91146072599494,1.93309797163308,1.94632818966375,115,16,115,2.72460703296
"315","109",64,"N",0,0,NA,NA,9,NA,9,22.17,9.17,31.3,1.65,1.6,20,0,5,45,5,15,10,0,0,1.21,28,1.88294759285893,64,340.322,336.291,345.729,352.337,22.825,19.826,14.2532,13.8263,"IDFdk3",8,8.95342,6.78838,6.28787,2.04739,788.17,788.228,787.928,788.228,1.94159991069343,1.91559944423417,1.96914062471335,1.99106951758155,109,2,109,0.13833607088
"316","109",99,"N",0,0,9,NA,NA,NA,NA,21.22,11.36,38.78,1.43,1.69,0,0,10,0,40,50,0,0,0,0.62,225,0.292893218813452,99,348.508,332.846,342.348,347.618,21.8585,17.7727,18.4558,16.1933,"IDFdk3",1,6.29403,4.49031,4.28404,4.0103,784.321,784.456,784.416,784.456,1.9799525320837,1.88978306834236,1.95291585305805,1.97673969122884,109,2,109,0.13833607088
"317","112",388,"S",0,0,NA,NA,NA,NA,3,56.32,22.1,75.46,0.26,0.41,0,0,60,15,5,5,0,0,15,0.62,161.57,0.0512893918670863,388,324.088,324.216,328.878,332.265,18.0958,21.164,21.5681,21.8062,"IDFdk3",1,5.60325,4.89223,4.57211,2.96761,806.006,805.995,805.704,805.995,1.80991881314128,1.8112271383616,1.85606868692314,1.88510950472997,112,6,112,0.78785961582
"318","112",192,"S",0,0,NA,NA,NA,NA,3,34.3,16.09,54.93,0.98,1.04,0,0,40,0,15,25,0,5,15,0.6,150.9,0.126227776964535,192,323.669,321.467,327.251,331.23,45.1196,22.4634,27.6671,21.934,"IDFdk3",1,3.91551,3.69005,3.82051,3.21907,811.021,811.915,810.336,811.915,1.80560785434675,1.78224948437389,1.84104845462199,1.87655880554401,112,6,112,0.78785961582
"319","51",325,"S",0,0,NA,NA,NA,NA,18,36.65,15.42,52.65,0.81,1.05,0,0,25,45,5,5,15,0,5,2.84,76.06,1.24090567182838,325,165.017,165.001,166.447,168.211,17.5412,17.8692,17.2983,17.4269,"IDFxm",1,8.17871,4.22677,2.68989,3.19225,800.532,800.28,800.598,800.28,0.0339974230728587,0.0340696566135471,0.0278464382673526,0.0210933688549179,51,1,51,0.13978102078
"320","171",587,"S",0,0,NA,NA,NA,NA,15,37.79,16.7,57.03,0.65,0.95,55,0,20,20,0,0,0,0,5,0.68,202.26,0.0745255967296954,587,60.9425,32.8505,6.40811,318.373,2.92648,2.64276,1.53532,2.55271,"",NA,5.08929,3.69303,8.60188,2.58706,853.5,853.507,853.403,853.507,1.48568711309468,1.84008882017155,1.99375213120138,1.74748513962298,171,1,171,0.12300360759
"321","55",426,"S",0,0,NA,NA,NA,NA,36,34.41,13.7,46.78,0.81,1.07,65,0,15,5,0,10,0,0,5,0.58,182.6,0.00102943020928536,426,184.284,181.064,170.218,173.34,11.1518,11.9791,12.4087,12.4185,"IDFxm",1,8.76571,9.29278,4.42656,4.06133,784.98,784.792,785.183,784.792,0.00279396734599813,0.000172423126051813,0.0145386772541047,0.00674814095766063,55,2,55,0.19292078952
"322","54",402,"S",0,0,NA,NA,NA,NA,21,35.64,15.11,51.6,0.93,0.92,5,0,30,5,5,0,30,20,5,1.11,290.8,1.35510696240814,402,158.47,155.374,163.738,185.117,24.463,24.8655,22.8259,21.5975,"IDFxm",1,8.52168,9.25966,4.37454,5.00657,781.311,781.275,781.39,781.275,0.0697744591424019,0.0909528867934036,0.0400087739215417,0.00398535390063059,54,2,54,0.12172562617
"323","162",229,"S",0,0,NA,NA,NA,NA,15,36.24,15.85,54.12,0.75,1.09,25,0,20,15,5,0,25,0,10,1.56,23.62,1.91622292556156,229,68.2294,62.3137,59.9437,53.8268,57.7185,55.3341,47.0263,42.5374,"IDFdk3",1,10.6765,11.6073,10.8687,4.37547,878.281,878.494,879.527,878.494,1.37089135571946,1.46463032587323,1.5008507326791,1.59022814875947,162,2,162,0.17671021281
"324","114",366,"S",0,0,NA,NA,NA,NA,6,75.31,26.61,90.87,0.02,0.1,0,0,5,45,15,15,10,0,10,4.73,91.8,0.968589240921872,366,225.393,242.529,228.016,281.259,3.30601,3.03243,3.10458,1.94835,"IDFdk3",NA,7.5419,8.60606,2.94789,2.95349,849.113,849.101,849.235,849.101,0.297759961853274,0.53870040241858,0.331076944912916,1.19524438100025,114,8,114,0.89793858976
"325","129",140,"N",0,0,NA,NA,NA,NA,12,39.07,11.67,39.86,1.03,0.93,10,0,5,5,10,5,30,30,5,2.28,40.24,1.76334522806547,140,291.158,295.945,262.503,264.069,32.2957,28.682,68.3073,53.8762,"IDFxm",2,5.16364,5.03061,4.08528,6.35788,789.226,789.606,788.69,789.606,1.36094104394361,1.43750816460188,0.869525719890395,0.896669292268254,129,1,129,0.12168518871
"326","52",247,"S",0,0,NA,NA,NA,NA,9,25.75,12.22,41.73,1.27,1.49,0,0,5,70,20,5,0,0,0,0.54,153.43,0.105611439629916,247,181.885,183.503,182.808,180.402,18.3044,16.8551,16.9426,15.3716,"IDFxm",1,6.64821,6.74097,4.52564,7.02091,795.005,794.745,795.363,794.745,0.000541138303556288,0.0018683994404084,0.00120069310923798,2.46135957814309e-05,52,4,52,0.30794144081
"327","52",569,"S",0,0,NA,NA,NA,NA,3,25.45,12.22,41.74,1.25,1.51,0,0,30,65,5,0,0,0,0,1.19,249.88,0.656012520624274,569,178.73,184.714,180.153,180.921,17.2787,14.2319,15.6154,14.0045,"IDFxm",1,9.94279,5.51451,2.76844,2.06339,795.939,795.714,796.125,795.714,0.000245648660317399,0.00338266428852552,3.56539247126086e-06,0.000129191710543153,52,4,52,0.30794144081
"328","48",230,"S",0,0,NA,NA,NA,NA,18,40.74,16.24,55.46,0.64,0.89,0,0,20,10,10,0,30,10,20,1.54,270,1,230,197.649,200.753,202.556,204.587,23.865,23.8196,23.052,19.5914,"IDFxm/IDFdk3",1,6.4358,7.51465,3.77921,4.54999,801.741,801.662,801.964,801.662,0.0470682709083395,0.0648833422312129,0.076494937520759,0.0906694632419445,48,2,48,0.67029751776
"329","57",17,"S",0,0,NA,NA,NA,NA,6,37.6,14.46,49.37,0.75,0.85,15,0,55,10,10,0,0,0,10,0.58,77.47,1.21695077163962,17,202.471,209.425,211.122,215.709,11.7289,11.6697,12.3285,12.3145,"IDFxm",1,5.9799,6.3248,6.45786,3.20197,783.412,783.379,783.309,783.379,0.0759268923474711,0.129000468976695,0.143931313076864,0.188008145565629,57,12,57,1.63200854446
"330","57",160,"S",0,0,NA,NA,NA,NA,18,31.78,13.26,45.27,0.96,1.05,0,0,30,0,0,0,5,0,65,1.3,11.77,1.97897432845813,160,236.381,232.351,245.771,253.377,7.68219,7.76653,6.17021,6.73908,"IDFxm",1,6.09143,5.81568,6.37797,3.36044,788.252,788.182,788.075,788.182,0.446332274045947,0.389177484224864,0.58961535320902,0.713926960286569,57,12,57,1.63200854446
"331","61",22,"S",0,0,NA,NA,NA,NA,30,36.59,16.11,55.03,0.7,0.98,5,0,35,5,10,5,0,0,40,2.95,117.37,0.540265137326713,22,274.844,271.206,271.285,270.751,16.2729,14.7406,15.2263,12.6454,"IDFxm",1,7.25671,7.00879,5.95724,5.21169,790.602,790.681,790.443,790.681,1.08444307016317,1.02104711655668,1.02242560079521,1.0131070473666,61,3,61,0.41545898169
"332","49",241,"S",0,0,NA,NA,NA,NA,33,13.47,5.1,17.42,2.28,2.16,5,0,20,45,5,0,10,0,15,1.51,240.64,0.509704587945431,241,189.432,176.326,176.964,172.872,12.0534,9.8167,7.44331,7.27462,"IDFxm",1,8.14817,8.09996,9.04726,3.56683,775.456,775.26,775.405,775.26,0.0135192106835855,0.00205520064232678,0.00140354601595527,0.00772858368291429,49,6,49,0.42504737542
"333","49",182,"S",0,0,NA,NA,NA,NA,24,26.73,14.54,49.64,1.22,1.24,30,0,10,25,5,10,15,0,5,0.07,204.23,0.0880946440479802,182,179.586,174.52,180.503,178.034,9.93526,10.0852,8.0098,7.77183,"IDFxm",1,11.5358,6.67704,5.4458,4.3691,775.786,775.598,775.755,775.598,2.61049900617261e-05,0.00457040579739376,3.8535226884906e-05,0.00058863916548535,49,6,49,0.42504737542
"334","49",475,"S",0,0,NA,NA,NA,NA,12,23.89,9.74,33.25,1.55,1.48,10,0,10,35,25,20,0,0,0,0.83,71.57,1.31614582397381,475,172.656,177.948,182.559,175.244,10.0087,8.48017,7.66756,7.99529,"IDFxm",1,6.09364,4.56299,2.70254,1.94748,776.306,776.258,776.505,776.258,0.00820342849438982,0.000641258346882778,0.000997224905862737,0.00344317462171717,49,6,49,0.42504737542
"335","49",220,"S",0,0,NA,NA,NA,NA,18,25.34,11.49,39.24,1.26,1.56,15,0,5,70,5,5,0,0,0,2.37,83.66,1.11042819994545,220,246.211,250.499,273.704,255.011,6.05072,5.72953,7.72457,6.04428,"IDFxm",1,4.40108,3.71784,3.68744,3.37977,777.175,777.141,777.314,777.141,0.596630370729606,0.666176688619386,1.06460197574842,0.741366404112194,49,6,49,0.42504737542
"336","49",459,"S",0,0,NA,NA,NA,NA,39,22.07,11.06,37.78,1.49,1.48,0,0,15,20,0,0,45,0,20,0.26,281.31,1.19611729080207,459,157.171,157.233,169.366,164.617,11.3563,10.4468,9.2277,8.22719,"IDFxm",1,7.94813,6.62345,3.637,2.33695,779.954,779.774,779.986,779.774,0.0783331057497767,0.0779138083726648,0.0171739828372263,0.0358258461176603,49,6,49,0.42504737542
"337","46",60,"S",0,0,NA,NA,NA,NA,45,32.29,14.06,48.02,1.04,1.16,15,0,5,50,0,15,5,0,10,0.44,174.29,0.00496177976070156,60,247.594,245.972,255.437,247.387,2.96838,3.812,6.38178,4.37414,"IDFxm",1,7.21319,7.26711,8.57566,7.11943,779.632,779.607,779.812,779.607,0.618832807505117,0.592816962979533,0.748555613587976,0.615495217480124,46,2,46,0.17513837895
"338","44",563,"S",0,0,NA,NA,NA,NA,24,35.14,13.25,45.24,0.93,1.09,0,0,25,15,5,0,15,0,40,3.28,77.47,1.21695077163962,563,299.922,301.731,283.356,277.293,6.37494,5.83599,4.77859,4.21547,"IDFxm",1,7.44786,7.8451,2.70484,1.97307,780.516,780.557,780.556,780.557,1.49882056745439,1.52593190724756,1.23100079698598,1.12694342488636,44,1,44,0.10415625
"339","46",103,"S",0,0,NA,NA,NA,NA,33,28.61,13.06,44.6,1.19,1.38,5,0,10,20,5,5,5,0,50,1.78,323.13,1.79999892814851,103,257.094,260.266,265.507,287.942,18.7154,14.8798,11.275,8.3466,"IDFxm",1,5.49346,5.09101,5.59107,2.1754,778.508,778.366,778.521,778.366,0.776647808459785,0.830925721921606,0.921662701286309,1.30805409028968,46,2,46,0.17513837895
"340","49",596,"S",0,0,NA,NA,NA,NA,27,16.51,7.12,24.31,1.8,1.85,50,0,0,30,5,10,0,5,0,1.77,296.57,1.44729084841871,596,186.231,192.049,192.801,196.662,4.16124,5.43123,6.58189,8.41691,"IDFxm",1,6.03723,5.00868,4.3963,4.08614,775.323,775.294,775.242,775.294,0.00590761481214486,0.0220305653807862,0.0248545125936965,0.041987131112127,49,6,49,0.42504737542
"341","114",56,"S",0,0,NA,NA,NA,NA,NA,22.54,9.94,33.96,1.43,1.56,45,0,0,30,0,20,0,0,5,17.41,123.31,0.450831314461022,56,287.921,278.387,296.396,293.555,2.52902,3.12254,4.00096,3.49585,"IDFdk3",NA,8.87597,7.771,4.54019,3.41984,847.813,847.803,847.708,847.803,1.30770537471274,1.14585856603182,1.44457264562397,1.39962919954838,114,8,114,0.89793858976
"342","114",98,"S",0,0,NA,NA,NA,NA,NA,27.34,9.34,31.88,1.29,1.22,40,0,0,30,0,30,0,0,0,22.52,224.74,0.289691761444837,98,278.589,285.061,299.043,297.433,4.87338,4.63303,4.07292,3.90541,"IDFdk3",NA,4.5441,3.31571,2.56192,3.40879,847.569,847.544,847.613,847.544,1.14934551309119,1.2598472719709,1.48546587837769,1.4607110533784,114,8,114,0.89793858976
"343","114",488,"S",0,0,NA,NA,NA,NA,NA,32.18,15.33,52.36,0.91,1.12,35,0,0,30,0,30,5,0,0,19.28,301.53,1.52294493441866,488,293.699,283.321,286.548,292.388,4.4968,3.95193,3.92795,3.9778,"IDFdk3",NA,7.23763,5.13191,7.45516,5.2415,847.406,847.435,847.312,847.435,1.40193179526765,1.23040641041446,1.28481850388623,1.38087673152541,114,8,114,0.89793858976
"344","114",54,"S",0,0,NA,NA,NA,NA,NA,42.78,17.42,59.5,0.7,0.7,45,0,0,20,0,25,10,0,0,10.59,349.75,1.98404069764629,54,265.568,267.063,285.205,279.04,2.64616,2.77655,2.95263,3.59507,"IDFdk3",NA,5.06479,7.61235,10.5555,4.40709,848.044,848.029,848.003,848.029,0.922724124560588,0.948762125697086,1.26227339121824,1.15712396340317,114,8,114,0.89793858976
"345","114",300,"S",0,0,NA,NA,NA,NA,9,61,24.45,83.49,0.09,0.26,20,0,5,15,10,5,0,45,0,4.39,305.54,1.58127117400246,300,218.465,219.557,211.843,276.191,10.4659,9.49828,9.66395,8.35509,"IDFdk3",NA,10.3009,4.98085,5.17447,6.16988,847.925,847.924,848.293,847.924,0.217011716637038,0.229008592923976,0.150503022208451,1.10784319350603,114,8,114,0.89793858976
"346","114",179,"S",0,0,NA,NA,NA,NA,NA,49.78,15.86,54.15,0.41,0.49,20,0,5,30,30,5,5,5,0,2.48,208.07,0.117626633669344,179,286.346,294.151,295.583,292.675,5.36201,4.60035,4.21802,4.36578,"IDFdk3",NA,7.88786,9.30297,5.96706,4.97182,847.218,847.205,847.245,847.205,1.28143719945933,1.40914282856975,1.43181815068961,1.38550347242316,114,8,114,0.89793858976
"347","114",337,"S",0,0,NA,NA,NA,NA,3,30.13,7.2,24.6,1.2,1.07,65,0,5,15,0,15,0,0,0,1.44,154.88,0.0945793296884985,337,236.703,242.783,228.026,237.62,1.57456,1.33365,1.69655,1.78422,"IDFdk3",NA,7.74753,6.34883,7.46627,3.08542,848.423,848.409,848.423,848.409,0.451020945525542,0.54263819791506,0.331206690948331,0.464467963704783,114,8,114,0.89793858976
"348","119",57,"S",0,0,NA,NA,NA,NA,12,65.06,25.43,86.86,0.01,0.19,45,0,15,15,10,15,0,0,0,0.67,26.57,1.89438856037008,57,270.429,332.182,355.828,14.2266,0.407421,2.10569,2.55866,2.91817,"IDFdk3",NA,7.41123,5.26881,7.07904,6.88253,848.887,848.898,848.906,848.898,1.00748739253078,1.88443441188087,1.99735014906867,1.9693313596109,119,4,119,0.49337240056
"349","119",480,"S",0,0,NA,NA,NA,NA,NA,29.27,7.38,25.21,1.18,1.09,45,0,0,15,15,15,10,0,0,13.53,168.62,0.0196598896736068,480,348.315,4.14345,30.6912,42.5234,0.320204,0.538517,0.330042,1.18105,"IDFdk3",NA,9.17558,6.35604,6.0197,5.77618,850.038,850.039,850.035,850.039,1.9792758666535,1.99738627635859,1.85993067521783,1.73700135952992,119,4,119,0.49337240056
