,gap,plot,gap_type,spp,count,tph,vrp_baf3,n,baf,x_site_open,trans_tot,x_trans_tot,lai_4_ring,lai_5_ring,ms,ts,wd,gs,sb,fb,sl,rk,df,near_distance,azimuth1,azimuth_T,objectid,aspect_dem11,aspect_dem21,aspect_dem51,aspect_dem101,slope_dem_1m1,slope_dem2m1,slope_dem_5m1,slope_dem_10m1,zonal_unit,ss1,twi_10m,twi_5m,twi_2m,twi_1mfina,dem1,dem2,dem5,dem10,aspect_dem11T,aspect_dem21T,aspect_dem51T,aspect_dem101T,OBJECTID,Join_Count,TARGET_FID,Gap_area
350,76,269,S,Sx,2,2000,NA,NA,NA,18.72,7.96,27.17,2.07,2.1,0,0,10,30,25,35,0,0,5,4.52,298.23,1.473012149,269,332.875,273.374,168.808,170.026,2.26736,0.719554,1.33567,1.58229,IDFdk3,1,7.57549,5.4579,10.3386,5.2755,958.346,958.348,958.319,958.348,1.890013951,1.058853381,0.019017734,0.015113549,76,16,76,1.232023521
351,76,327,S,At,3,3000,NA,NA,NA,16.66,7.39,25.25,1.89,1.83,10,5,10,25,20,25,0,0,5,1.15,351.48,1.988964208,327,89.4537,119.974,120.431,145.726,1.36038,0.568074,1.23186,1.08354,IDFdk3,1,4.89129,5.73352,4.46653,4.6081,958.656,958.659,958.662,958.659,1.009534589,0.500393041,0.493499645,0.173646071,76,16,76,1.232023521
352,76,327,S,Fd,2,2000,NA,NA,NA,16.66,7.39,25.25,1.89,1.83,10,5,10,25,20,25,0,0,5,1.15,351.48,1.988964208,327,89.4537,119.974,120.431,145.726,1.36038,0.568074,1.23186,1.08354,IDFdk3,1,4.89129,5.73352,4.46653,4.6081,958.656,958.659,958.662,958.659,1.009534589,0.500393041,0.493499645,0.173646071,76,16,76,1.232023521
353,76,327,S,Sx,4,4000,NA,NA,NA,16.66,7.39,25.25,1.89,1.83,10,5,10,25,20,25,0,0,5,1.15,351.48,1.988964208,327,89.4537,119.974,120.431,145.726,1.36038,0.568074,1.23186,1.08354,IDFdk3,1,4.89129,5.73352,4.46653,4.6081,958.656,958.659,958.662,958.659,1.009534589,0.500393041,0.493499645,0.173646071,76,16,76,1.232023521
354,76,339,N,At,2,2000, 2At,2,6,28.06,11.2,38.26,1.25,1.39,50,0,20,0,5,0,0,0,25,1.77,90,1,339,218.157,317.42,16.8555,342.194,2.11907,1.54591,0.353632,0.50147,IDFdk3,1,7.10909,6.48191,6.27207,8.61063,958.789,958.799,958.779,958.799,0.213679218,1.736333317,1.957039076,1.952097375,76,16,76,1.232023521
355,76,339,N,Fd,3,3000,1Fd,1,3,28.06,11.2,38.26,1.25,1.39,50,0,20,0,5,0,0,0,25,1.77,90,1,339,218.157,317.42,16.8555,342.194,2.11907,1.54591,0.353632,0.50147,IDFdk3,1,7.10909,6.48191,6.27207,8.61063,958.789,958.799,958.779,958.799,0.213679218,1.736333317,1.957039076,1.952097375,76,16,76,1.232023521
356,76,339,N,Pl,1,1000,1Pl,1,3,28.06,11.2,38.26,1.25,1.39,50,0,20,0,5,0,0,0,25,1.77,90,1,339,218.157,317.42,16.8555,342.194,2.11907,1.54591,0.353632,0.50147,IDFdk3,1,7.10909,6.48191,6.27207,8.61063,958.789,958.799,958.779,958.799,0.213679218,1.736333317,1.957039076,1.952097375,76,16,76,1.232023521
357,76,339,N,Sx,8,8000,NA,NA,NA,28.06,11.2,38.26,1.25,1.39,50,0,20,0,5,0,0,0,25,1.77,90,1,339,218.157,317.42,16.8555,342.194,2.11907,1.54591,0.353632,0.50147,IDFdk3,1,7.10909,6.48191,6.27207,8.61063,958.789,958.799,958.779,958.799,0.213679218,1.736333317,1.957039076,1.952097375,76,16,76,1.232023521
358,76,339,N,X,4,4000,NA,NA,NA,28.06,11.2,38.26,1.25,1.39,50,0,20,0,5,0,0,0,25,1.77,90,1,339,218.157,317.42,16.8555,342.194,2.11907,1.54591,0.353632,0.50147,IDFdk3,1,7.10909,6.48191,6.27207,8.61063,958.789,958.799,958.779,958.799,0.213679218,1.736333317,1.957039076,1.952097375,76,16,76,1.232023521
359,76,359,S,Fd,11,11000,NA,NA,NA,21.51,8.82,30.14,1.55,1.64,15,5,20,15,15,20,0,0,10,1.65,172.25,0.009134103,359,210.439,198.815,174.859,162.819,4.39887,3.71287,2.38753,2.18067,IDFdk3,1,9.46658,8.08552,5.27448,8.66871,957.529,957.517,957.548,957.517,0.137830977,0.053435141,0.004022801,0.04462363,76,16,76,1.232023521
360,76,359,S,Pl,4,4000,NA,NA,NA,21.51,8.82,30.14,1.55,1.64,15,5,20,15,15,20,0,0,10,1.65,172.25,0.009134103,359,210.439,198.815,174.859,162.819,4.39887,3.71287,2.38753,2.18067,IDFdk3,1,9.46658,8.08552,5.27448,8.66871,957.529,957.517,957.548,957.517,0.137830977,0.053435141,0.004022801,0.04462363,76,16,76,1.232023521
361,76,359,S,Sx,3,3000,1Sx,1,3,21.51,8.82,30.14,1.55,1.64,15,5,20,15,15,20,0,0,10,1.65,172.25,0.009134103,359,210.439,198.815,174.859,162.819,4.39887,3.71287,2.38753,2.18067,IDFdk3,1,9.46658,8.08552,5.27448,8.66871,957.529,957.517,957.548,957.517,0.137830977,0.053435141,0.004022801,0.04462363,76,16,76,1.232023521
362,76,367,N,At,1,1000,NA,NA,NA,15.96,6.2,21.19,1.83,1.93,15,0,20,25,10,20,0,0,10,0.28,9.46,1.986400586,367,150.121,164.873,169.945,174.681,5.72462,3.65011,2.45934,2.0041,IDFdk3,1,5.99646,7.86135,2.92297,3.21912,956.579,956.534,956.619,956.534,0.132920604,0.034650236,0.015359391,0.004305988,76,16,76,1.232023521
363,76,367,N,Fd,5,5000,1Fd,1,3,15.96,6.2,21.19,1.83,1.93,15,0,20,25,10,20,0,0,10,0.28,9.46,1.986400586,367,150.121,164.873,169.945,174.681,5.72462,3.65011,2.45934,2.0041,IDFdk3,1,5.99646,7.86135,2.92297,3.21912,956.579,956.534,956.619,956.534,0.132920604,0.034650236,0.015359391,0.004305988,76,16,76,1.232023521
364,76,367,N,Pl,2,2000,NA,NA,NA,15.96,6.2,21.19,1.83,1.93,15,0,20,25,10,20,0,0,10,0.28,9.46,1.986400586,367,150.121,164.873,169.945,174.681,5.72462,3.65011,2.45934,2.0041,IDFdk3,1,5.99646,7.86135,2.92297,3.21912,956.579,956.534,956.619,956.534,0.132920604,0.034650236,0.015359391,0.004305988,76,16,76,1.232023521
365,76,367,N,X,2,2000,NA,NA,NA,15.96,6.2,21.19,1.83,1.93,15,0,20,25,10,20,0,0,10,0.28,9.46,1.986400586,367,150.121,164.873,169.945,174.681,5.72462,3.65011,2.45934,2.0041,IDFdk3,1,5.99646,7.86135,2.92297,3.21912,956.579,956.534,956.619,956.534,0.132920604,0.034650236,0.015359391,0.004305988,76,16,76,1.232023521
366,76,441,S,At,3,3000,NA,NA,NA,15.58,6.26,21.38,2.17,2.47,30,5,15,10,10,10,0,0,20,0.64,90,1,441,200.515,186.082,94.1262,58.0916,3.11096,1.86866,0.998835,0.434903,IDFdk3,1,8.54406,6.28545,2.83321,2.08942,958.891,958.884,958.924,958.884,0.063419527,0.005628721,0.928046457,1.528562795,76,16,76,1.232023521
367,76,47,S,At,1,1000,1At,1,3,19.56,6.7,22.9,1.89,1.85,10,5,10,40,10,20,0,0,5,0,180,0,47,214.451,190.443,165.952,163.078,4.00152,2.58222,2.5497,2.40676,IDFdk3,1,4.30343,3.57608,2.52799,1.71731,957.727,957.684,957.751,957.684,0.175389716,0.016564284,0.029907286,0.043298108,76,16,76,1.232023521
368,76,47,S,Fd,1,1000,5Fd,5,15,19.56,6.7,22.9,1.89,1.85,10,5,10,40,10,20,0,0,5,0,180,0,47,214.451,190.443,165.952,163.078,4.00152,2.58222,2.5497,2.40676,IDFdk3,1,4.30343,3.57608,2.52799,1.71731,957.727,957.684,957.751,957.684,0.175389716,0.016564284,0.029907286,0.043298108,76,16,76,1.232023521
369,76,47,S,Pl,1,1000,1Pl,1,3,19.56,6.7,22.9,1.89,1.85,10,5,10,40,10,20,0,0,5,0,180,0,47,214.451,190.443,165.952,163.078,4.00152,2.58222,2.5497,2.40676,IDFdk3,1,4.30343,3.57608,2.52799,1.71731,957.727,957.684,957.751,957.684,0.175389716,0.016564284,0.029907286,0.043298108,76,16,76,1.232023521
370,76,47,S,X,1,1000,NA,NA,NA,19.56,6.7,22.9,1.89,1.85,10,5,10,40,10,20,0,0,5,0,180,0,47,214.451,190.443,165.952,163.078,4.00152,2.58222,2.5497,2.40676,IDFdk3,1,4.30343,3.57608,2.52799,1.71731,957.727,957.684,957.751,957.684,0.175389716,0.016564284,0.029907286,0.043298108,76,16,76,1.232023521
371,76,476,S,Fd,1,1000,10Fd,10,30,22.96,11.49,39.25,1.43,1.66,15,5,10,15,10,15,0,0,30,0.34,71.57,1.316145824,476,192.344,191.049,180.166,180.436,3.46527,2.56175,2.05094,1.87635,IDFdk3,1,5.63831,4.92566,5.09265,3.36222,955.67,955.662,955.744,955.662,0.023118309,0.018536358,4.20E-06,2.90E-05,76,16,76,1.232023521
372,76,512,S,Fd,3,3000,1Fd,1,3,15.58,6.26,21.38,2.17,2.47,5,0,25,15,20,15,15,0,5,0.71,138.75,0.248160193,512,212.987,199.518,174.021,175.35,4.32863,2.43888,1.39016,1.05871,IDFdk3,1,6.74135,7.32314,6.6104,5.74397,958.722,958.727,958.723,958.727,0.161205879,0.057463424,0.00543986,0.003291488,76,16,76,1.232023521
373,76,512,S,Sx,5,5000,3Sx,3,9,15.58,6.26,21.38,2.17,2.47,5,0,25,15,20,15,15,0,5,0.71,138.75,0.248160193,512,212.987,199.518,174.021,175.35,4.32863,2.43888,1.39016,1.05871,IDFdk3,1,6.74135,7.32314,6.6104,5.74397,958.722,958.727,958.723,958.727,0.161205879,0.057463424,0.00543986,0.003291488,76,16,76,1.232023521
374,76,547,S,At,2,2000,NA,NA,NA,21.25,6.22,21.24,1.51,2.06,0,0,20,40,20,10,5,0,5,2.61,228.95,0.343282613,547,119.587,148.891,163.016,172.634,5.00959,3.10099,3.03857,3.29671,IDFdk3,1,6.48221,6.80851,5.99927,4.43841,955.389,955.366,955.288,955.366,0.506255428,0.143814063,0.043613636,0.008252583,76,16,76,1.232023521
375,76,547,S,Fd,1,1000,4Fd,4,12,21.25,6.22,21.24,1.51,2.06,0,0,20,40,20,10,5,0,5,2.61,228.95,0.343282613,547,119.587,148.891,163.016,172.634,5.00959,3.10099,3.03857,3.29671,IDFdk3,1,6.48221,6.80851,5.99927,4.43841,955.389,955.366,955.288,955.366,0.506255428,0.143814063,0.043613636,0.008252583,76,16,76,1.232023521
376,76,61,S,At,4,4000,NA,NA,NA,31.87,15.43,52.71,0.95,1.38,0,0,15,30,30,20,0,0,5,1.27,314.8,1.70463421,61,177.955,128.22,150.656,163.177,0.128256,1.51249,2.62922,2.21301,IDFdk3,1,12.533,5.96139,5.83899,5.92503,957.378,957.383,957.422,957.383,0.000636891,0.381317327,0.128306803,0.042796604,76,16,76,1.232023521
377,76,61,S,Fd,11,11000,2Fd,2,6,31.87,15.43,52.71,0.95,1.38,0,0,15,30,30,20,0,0,5,1.27,314.8,1.70463421,61,177.955,128.22,150.656,163.177,0.128256,1.51249,2.62922,2.21301,IDFdk3,1,12.533,5.96139,5.83899,5.92503,957.378,957.383,957.422,957.383,0.000636891,0.381317327,0.128306803,0.042796604,76,16,76,1.232023521
378,76,61,S,Sx,1,1000,1Sx,1,3,31.87,15.43,52.71,0.95,1.38,0,0,15,30,30,20,0,0,5,1.27,314.8,1.70463421,61,177.955,128.22,150.656,163.177,0.128256,1.51249,2.62922,2.21301,IDFdk3,1,12.533,5.96139,5.83899,5.92503,957.378,957.383,957.422,957.383,0.000636891,0.381317327,0.128306803,0.042796604,76,16,76,1.232023521
379,77,519,N,At,3,3000,NA,NA,NA,32.32,15.61,53.29,0.99,1.03,25,5,15,20,10,10,0,0,15,1.57,225,0.292893219,519,162.152,131.663,148.54,62.2184,2.5913,1.77034,0.906044,0.573715,IDFdk3,1,3.86471,7.39932,4.37133,3.4654,956.663,956.676,956.69,956.676,0.04812704,0.335251942,0.146995271,1.466102541,77,1,77,0.31360501
380,8,127,S,Fd,1,1000,3Fd,3,9,38.95,16.21,55.35,0.71,0.8,5,0,30,10,5,5,0,0,45,2.6,95.97,0.895992281,127,242.443,247.93,257.824,273.259,13.5445,12.782,13.3114,13.9289,IDFdk3,1,4.75418,4.74608,4.56935,4.44907,881.159,881.019,881.24,881.019,0.537369184,0.624260918,0.789084641,1.056849614,8,5,8,0.778927778
381,8,389,S,Fd,1,1000,2Fd,2,6,41.68,17.7,60.45,0.48,0.87,45,0,5,5,20,20,0,0,5,3.3,36.4,1.804893797,389,349.031,346.628,345.157,338.021,70.8764,66.3259,65.1425,40.8899,IDFdk3,1,9.66776,9.66284,5.62744,3.78655,868.762,869.203,867.148,869.203,1.981730277,1.972889015,1.966631406,1.927321093,8,5,8,0.778927778
382,8,81,S,Fd,1,1000,5Fd,5,15,36.32,11.32,38.67,0.95,0.9,55,0,5,10,0,20,0,0,10,3.01,124.09,0.439505538,81,353.805,358.074,337.713,341.675,43.0677,55.8471,15.6447,25.3846,IDFdk3,8,7.90235,6.51753,5.70816,2.9222,871.597,872.374,870.864,872.374,1.994160385,1.999435068,1.92529579,1.949288382,8,5,8,0.778927778
383,83,298,N,Fd,48,48000,2Fd,2,6,27.97,10.71,36.58,1.23,1.31,20,5,0,35,10,25,0,0,5,0.01,225,0.292893219,298,161.537,168.498,148.09,150.974,5.01585,3.92363,3.74639,4.09715,IDFdk3,1,6.46859,6.80392,5.9474,3.65911,951.537,951.509,951.508,951.509,0.051471636,0.020082255,0.151120555,0.125600383,83,1,83,0.202758994
384,84,527,N,Fd,2,2000,6Fd ,6,18,18.06,9.03,30.85,1.79,1.76,10,0,5,35,5,15,0,0,30,1.22,351.72,1.989576119,527,260.277,213.909,161.254,152.489,5.57476,4.64426,2.9504,2.66149,IDFdk3,1,5.82136,5.65801,5.34273,5.80346,953.396,953.388,953.353,953.388,0.831114947,0.170075336,0.053047432,0.113077833,84,1,84,0.169667567
385,84,527,N,Sx,2,2000,4Sx ,4,12,18.06,9.03,30.85,1.79,1.76,10,0,5,35,5,15,0,0,30,1.22,351.72,1.989576119,527,260.277,213.909,161.254,152.489,5.57476,4.64426,2.9504,2.66149,IDFdk3,1,5.82136,5.65801,5.34273,5.80346,953.396,953.388,953.353,953.388,0.831114947,0.170075336,0.053047432,0.113077833,84,1,84,0.169667567
386,85,12,N,At,3,3000,NA,NA,NA,38.89,12.68,43.31,0.61,0.86,5,5,10,45,10,20,0,0,5,0.54,319.47,1.760065811,12,191.758,187.821,175.844,177.647,3.86373,3.24329,3.18372,2.91987,IDFdk3,1,5.90929,4.11277,3.54172,4.28596,953.144,953.1,953.222,953.1,0.020982971,0.009301968,0.002629574,0.000843155,85,4,85,0.898532891
387,85,12,N,Fd,10,10000,2Fd ,2,6,38.89,12.68,43.31,0.61,0.86,5,5,10,45,10,20,0,0,5,0.54,319.47,1.760065811,12,191.758,187.821,175.844,177.647,3.86373,3.24329,3.18372,2.91987,IDFdk3,1,5.90929,4.11277,3.54172,4.28596,953.144,953.1,953.222,953.1,0.020982971,0.009301968,0.002629574,0.000843155,85,4,85,0.898532891
388,85,12,N,Sx,2,2000,1Sx,1,3,38.89,12.68,43.31,0.61,0.86,5,5,10,45,10,20,0,0,5,0.54,319.47,1.760065811,12,191.758,187.821,175.844,177.647,3.86373,3.24329,3.18372,2.91987,IDFdk3,1,5.90929,4.11277,3.54172,4.28596,953.144,953.1,953.222,953.1,0.020982971,0.009301968,0.002629574,0.000843155,85,4,85,0.898532891
389,85,206,N,Fd,22,22000,7Fd ,7,21,19.42,9.37,32.01,1.64,1.64,30,5,5,30,10,15,0,0,5,0.58,114.78,0.580864817,206,112.627,112.561,134.418,153.593,6.22482,5.0359,4.01696,4.41371,IDFdk3,1,7.254,5.37629,3.99782,2.9621,949.881,949.857,949.98,949.857,0.615269667,0.616333176,0.300112236,0.104342569,85,4,85,0.898532891
390,85,206,N,Sx,1,1000,2Sx ,2,6,19.42,9.37,32.01,1.64,1.64,30,5,5,30,10,15,0,0,5,0.58,114.78,0.580864817,206,112.627,112.561,134.418,153.593,6.22482,5.0359,4.01696,4.41371,IDFdk3,1,7.254,5.37629,3.99782,2.9621,949.881,949.857,949.98,949.857,0.615269667,0.616333176,0.300112236,0.104342569,85,4,85,0.898532891
391,85,502,N,At,3,3000,NA,NA,NA,34.54,14.11,48.2,0.92,1,35,5,5,5,15,25,0,0,10,0.53,353.66,1.993884104,502,106.826,114.879,160.325,144.214,1.25458,1.28124,2.31811,2.1212,IDFdk3,1,6.63875,6.44479,4.76459,4.26643,952.181,952.168,952.188,952.168,0.710533815,0.579296664,0.058382459,0.188793273,85,4,85,0.898532891
392,85,502,N,Fd,6,6000,NA,NA,NA,34.54,14.11,48.2,0.92,1,35,5,5,5,15,25,0,0,10,0.53,353.66,1.993884104,502,106.826,114.879,160.325,144.214,1.25458,1.28124,2.31811,2.1212,IDFdk3,1,6.63875,6.44479,4.76459,4.26643,952.181,952.168,952.188,952.168,0.710533815,0.579296664,0.058382459,0.188793273,85,4,85,0.898532891
393,85,502,N,Sx,1,1000,1Sx ,1,3,34.54,14.11,48.2,0.92,1,35,5,5,5,15,25,0,0,10,0.53,353.66,1.993884104,502,106.826,114.879,160.325,144.214,1.25458,1.28124,2.31811,2.1212,IDFdk3,1,6.63875,6.44479,4.76459,4.26643,952.181,952.168,952.188,952.168,0.710533815,0.579296664,0.058382459,0.188793273,85,4,85,0.898532891
394,87,408,N,At,3,3000,NA,NA,NA,23.54,8.89,30.36,1.42,1.66,5,0,5,30,10,15,0,0,35,0.21,89.75,1.004363309,408,124.909,105.035,103.186,117.555,5.80067,2.47344,1.66029,1.4947,IDFdk3,1,5.36196,4.91185,3.30333,3.92319,952.167,952.097,952.184,952.097,0.427725304,0.740590953,0.771887027,0.53740013,87,2,87,0.132892598
395,87,408,N,Sx,1,1000,NA,NA,NA,23.54,8.89,30.36,1.42,1.66,5,0,5,30,10,15,0,0,35,0.21,89.75,1.004363309,408,124.909,105.035,103.186,117.555,5.80067,2.47344,1.66029,1.4947,IDFdk3,1,5.36196,4.91185,3.30333,3.92319,952.167,952.097,952.184,952.097,0.427725304,0.740590953,0.771887027,0.53740013,87,2,87,0.132892598
396,87,523,N,Fd,1,1000,1Fd,1,3,18.14,7.34,25.08,2.08,1.88,0,0,15,60,5,10,0,0,10,1.43,282.53,1.216950772,523,25.9012,7.62142,108.712,121.287,1.26627,0.862878,1.2595,1.39771,IDFdk3,1,6.16195,8.53609,6.5958,7.33798,951.994,952.003,952.005,952.003,1.89954863,1.991166027,0.679188633,0.480674772,87,2,87,0.132892598
397,87,523,N,Sx,1,1000,NA,NA,NA,18.14,7.34,25.08,2.08,1.88,0,0,15,60,5,10,0,0,10,1.43,282.53,1.216950772,523,25.9012,7.62142,108.712,121.287,1.26627,0.862878,1.2595,1.39771,IDFdk3,1,6.16195,8.53609,6.5958,7.33798,951.994,952.003,952.005,952.003,1.89954863,1.991166027,0.679188633,0.480674772,87,2,87,0.132892598
398,88,266,S,Fd,1,1000,NA,NA,NA,49.43,18.68,63.79,0.44,0.6,0,0,10,5,5,10,0,0,70,0.62,202.12,0.073602753,266,116.726,103.198,134.821,123.076,7.06417,6.4658,5.32404,5.95609,IDFdk3,1,3.89002,3.13664,2.49003,2.42367,939.611,939.613,939.8,939.613,0.550275649,0.771683114,0.295105766,0.45424899,88,4,88,0.273943248
399,88,375,S,Fd,33,33000,3Fd,3,9,29.08,9.27,31.65,1.23,1.15,55,0,0,10,10,20,0,0,5,0.49,348.69,1.980580445,375,105.688,121.695,80.2486,103.189,6.2327,7.73555,10.1927,7.90318,IDFdk3,1,6.12848,9.55061,4.68368,4.06119,940.91,940.888,940.662,940.888,0.729601186,0.474602598,1.169373585,0.771836048,88,4,88,0.273943248
400,88,539,N,Ep,1,1000,NA,NA,NA,23.58,9.57,32.69,1.78,1.67,10,0,0,50,15,20,0,0,5,0.07,341.57,1.948710608,539,50.6559,54.9492,71.3153,98.3432,14.287,13.005,8.28002,6.26118,IDFdk3,1,4.83381,4.70122,2.79048,3.14518,937.371,937.48,937.549,937.48,1.633976302,1.574302493,1.320360041,0.854897755,88,4,88,0.273943248
401,88,539,N,Fd,2,2000,NA,NA,NA,23.58,9.57,32.69,1.78,1.67,10,0,0,50,15,20,0,0,5,0.07,341.57,1.948710608,539,50.6559,54.9492,71.3153,98.3432,14.287,13.005,8.28002,6.26118,IDFdk3,1,4.83381,4.70122,2.79048,3.14518,937.371,937.48,937.549,937.48,1.633976302,1.574302493,1.320360041,0.854897755,88,4,88,0.273943248
402,88,550,N,Fd,9,9000,4Fd,4,12,24.43,11.17,38.13,1.42,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,73.45,1.284851965,550,186.956,184.785,174.969,155.207,9.92873,10.6733,9.53702,8.15615,IDFdk3,1,7.27649,6.99999,6.09317,3.75154,941.224,941.169,941.086,941.169,0.007360552,0.003485268,0.003852604,0.092171283,88,4,88,0.273943248
403,9,223,S,Fd,1,1000,1Fd,1,3,38.93,17.33,59.18,0.71,0.78,50,0,10,20,5,10,0,0,5,0.91,315,1.707106781,223,291.685,283.389,275.469,262.536,12.5021,12.1556,11.2526,12.0216,IDFdk3,1,11.4392,5.16981,3.93221,2.59818,842.199,842.276,842.201,842.276,1.369503498,1.23156114,1.095307177,0.870096777,9,1,9,0.127359931
404,90,114,S,Ep,3,3000,1Ep ,1,3,55.69,16.79,57.36,0.45,0.45,20,0,10,10,5,25,0,0,30,0.09,243.43,0.552709152,114,50.8212,58.3282,116.882,127.332,4.1701,2.60463,1.55302,1.75378,IDFdk3,1,5.37557,5.25417,7.35554,5.10566,951.219,951.276,951.22,951.276,1.631742522,1.525052833,0.547845479,0.393567418,90,2,90,0.502419057
405,90,205,N,At,4,4000,NA,NA,NA,15.54,5.33,18.19,2.04,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,131.94,0.33164798,205,165.732,137.065,158.432,147.603,2.4703,3.08351,1.94053,1.93049,IDFdk3,1,5.16838,5.12959,5.90118,3.97591,951.958,951.959,952.015,951.959,0.030846469,0.267873067,0.07001806,0.15564402,90,2,90,0.502419057
406,90,205,N,Fd,3,3000,7Fd ,7,21,15.54,5.33,18.19,2.04,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,131.94,0.33164798,205,165.732,137.065,158.432,147.603,2.4703,3.08351,1.94053,1.93049,IDFdk3,1,5.16838,5.12959,5.90118,3.97591,951.958,951.959,952.015,951.959,0.030846469,0.267873067,0.07001806,0.15564402,90,2,90,0.502419057
407,95,560,S,Fd,1,1000,6 Fd,6,18,34.12,13.4,45.75,1.07,0.96,5,0,5,30,10,25,0,0,25,0.37,147.99,0.152044405,560,124.982,137.714,145.002,146.816,6.7482,6.19694,6.87977,6.41207,IDFdk3,1,5.7105,6.75775,3.5531,2.94841,944.536,944.514,944.702,944.514,0.426680936,0.260204479,0.180827935,0.163082811,95,4,95,0.478779171
408,98,236,S,Fd,10,10000,8Fd,8,24,31.96,11.27,38.49,0.94,1.11,25,0,5,55,0,5,10,0,0,0.15,116.57,0.552709152,236,162.992,160.312,156.27,162.756,34.3491,38.5427,38.0222,38.7453,IDFxm/IDFdk3,4,6.28199,3.73659,3.94794,3.86797,848.842,848.457,848.614,848.457,0.043736076,0.058458875,0.084547992,0.044949007,98,5,98,1.088746057
409,98,361,S,Fd,1,1000,2Fd,2,6,27.67,10.8,36.87,1.22,1.28,0,0,15,10,5,10,10,30,20,3.82,97.59,0.867916612,361,162.247,164.567,166.082,167.287,40.7801,42.9325,40.7199,38.0291,IDFxm/IDFdk3,4,6.89133,6.55043,2.1589,2.63178,857.94,857.289,858.543,857.289,0.047620164,0.036057705,0.029359036,0.024515363,98,5,98,1.088746057
410,98,400,S,Fd,3,3000,2Fd,2,6,29.95,11.91,40.68,1.03,1.31,25,0,5,35,5,15,5,0,10,1.88,338.43,1.929969108,400,193.193,192.18,196.133,198.202,34.7748,31.9138,35.1438,32.8031,IDFxm/IDFdk3,4,7.0012,4.69333,3.72858,4.33253,848.318,847.877,848.814,847.877,0.026393206,0.022510399,0.039380727,0.050038852,98,5,98,1.088746057
411,98,403,S,Fd,1,1000,NA,NA,NA,34.12,11.71,40,0.91,0.95,0,0,0,75,5,20,0,0,0,1.89,294.78,1.419135183,403,244.897,240.683,237.992,201.129,46.8152,42.3706,42.0012,22.6856,IDFxm/IDFdk3,7,7.34411,6.63282,3.86542,3.23822,854.953,854.881,856.039,854.881,0.575753162,0.510358822,0.469962331,0.067228795,98,5,98,1.088746057
412,98,416,S,Fd,1,1000,2Fd,2,6,30.21,9.29,31.74,1.13,1.27,25,0,0,70,0,5,0,0,0,2.8,313.98,1.694407231,416,181.025,179.057,183.692,190.778,39.0329,39.8549,39.1185,37.9856,IDFxm/IDFdk3,7,4.64537,3.97109,3.13618,2.11078,851.033,850.415,851.396,850.415,0.000160015,0.000135437,0.002075381,0.017640872,98,5,98,1.088746057
413,237,542,N,NA,0,0,NA,NA,NA,18.7,5.61,19.15,1.71,1.76,50,0,35,0,0,5,0,0,5,1.13,303.51,1.552082517,542,21.2427,1.43354,51.8858,53.6676,3.79238,3.01913,3.07064,3.34925,IDFdk3,1,9.80204,12.1533,4.97624,2.6257,960.066,960.101,960.052,960.101,1.93205404,1.999687016,1.617230888,1.592468826,237,4,237,0.193708431
414,216,553,N,NA,0,0,NA,NA,NA,31.47,14.33,48.93,1.07,1.04,60,5,10,10,5,5,0,0,5,0.51,302.47,1.536857936,553,38.475,40.8826,71.3108,73.9859,5.39305,3.88457,5.50239,5.73685,IDFdk3,1,5.84613,4.11328,3.76468,3.84585,958.53,958.706,958.51,958.706,1.782879706,1.756052271,1.32043444,1.275873906,216,11,216,1.466581905
415,216,379,S,NA,0,0,NA,NA,NA,28.84,13.27,45.31,1.2,1.19,15,5,30,5,5,5,5,0,30,0.04,149.04,0.142473344,379,40.6193,12.3237,19.7918,26.8374,2.62739,5.95345,4.40138,4.61471,IDFdk3,1,6.98167,4.49691,3.44805,2.50593,956.288,956.422,956.294,956.422,1.759052052,1.976957372,1.940929238,1.892291317,216,11,216,1.466581905
416,220,274,S,NA,0,0,NA,NA,NA,30.06,10.68,36.46,1.06,1.1,40,0,15,0,0,5,0,0,40,1.57,101.19,0.805936861,274,0.849169,8.44522,358.852,351.107,6.38345,4.82604,4.37908,4.75419,IDFdk3,1,7.39114,7.11372,3.81201,4.85749,965.396,965.485,965.368,965.485,1.999890174,1.989156731,1.999799278,1.98797876,220,8,220,1.268680044
417,220,436,S,NA,0,0,NA,NA,NA,49.22,19.83,67.72,0.48,0.57,5,0,5,50,10,20,0,0,10,1.59,90,1,436,352.136,2.40833,356.924,353.935,8.07459,6.3819,6.11905,5.7729,IDFdk3,1,8.30681,8.00168,10.5272,2.47196,961.034,961.128,961.008,961.128,1.990595627,1.999116731,1.998559235,1.994402672,220,8,220,1.268680044
418,206,72,N,NA,0,0,NA,NA,NA,23.82,9.51,32.46,1.56,1.45,50,0,5,10,0,10,10,10,5,1.02,55.89,1.56078351,72,333.739,0.353885,358.968,353.941,9.14216,6.97912,6.99515,6.90895,IDFdk3,1,7.59537,6.48783,8.22139,3.58439,958.217,958.228,958.057,958.228,1.896787812,1.999980926,1.999837792,1.994413731,206,6,206,0.620467293
